Product Category,Product Name,Product Price,Sold Units,Order Date,Region,City,State,Country,Discount,Customer Rating,Ship Date,Revenue,Sales,Profit
Home & Kitchen,Coffee Maker,107.65,15,26/05/2024,North America,Chrisburgh,Wyoming,Maldives,32.43,4,27/05/2024,1614.75,1091.09,122.24
Apparel,Shoes,27.09,5,27/03/2024,North America,South Jo,Wisconsin,India,35.42,4,28/03/2024,135.45,87.47,6.2
Apparel,Jeans,18.23,3,12/11/2024,Asia,North Rachel,Texas,Cyprus,31.93,4,12/11/2024,54.69,37.23,4.41
Books,Biography,321.24,11,13/05/2023,Asia,Evansfort,Hawaii,Korea,15.3,5,14/05/2023,3533.64,2992.99,872.81
Books,Cookbook,339.43,9,21/03/2024,North America,Janicechester,Vermont,Madagascar,49.2,1,23/03/2024,3054.87,1551.87,-281.05
Home & Kitchen,Cookware Set,233.64,2,05/08/2024,Australia,Robertfurt,South Carolina,Pitcairn Islands,21.6,5,05/08/2024,467.28,366.35,85.98
Apparel,Jeans,175.11,13,15/10/2024,Australia,North Christina,Maryland,Poland,23.54,3,16/10/2024,2276.43,1740.56,374.7
Beauty,Perfume,202.67,9,06/03/2024,Europe,East Carriemouth,North Dakota,Bangladesh,24.63,2,06/03/2024,1824.03,1374.77,280.35
Beauty,Nail Polish,101.23,4,18/07/2023,South America,West Bonnieburgh,Rhode Island,Guatemala,16.81,1,18/07/2023,404.92,336.85,93.9
Home & Kitchen,Blender,23.7,15,09/08/2023,North America,Michaelfurt,Iowa,Mali,20.53,1,09/08/2023,355.5,282.52,69.22
Apparel,Shoes,129.05,14,30/06/2024,Asia,East Matthew,Alabama,Sudan,28.18,4,01/07/2024,1806.7,1297.57,213.55
Beauty,Nail Polish,356,19,12/10/2024,Europe,Williamstad,Idaho,Ethiopia,47.54,3,12/10/2024,6764,3548.39,-510.01
Apparel,Sweater,72.56,6,17/03/2024,North America,Donovanfort,Oklahoma,French Guiana,36.3,4,17/03/2024,435.36,277.32,16.11
Books,Cookbook,336.8,16,18/10/2023,Asia,Robertsstad,New York,Grenada,41.5,2,18/10/2023,5388.8,3152.45,-80.83
Home & Kitchen,Vacuum Cleaner,234.8,10,09/01/2023,South America,South Annstad,Oregon,Niger,13.28,5,11/01/2023,2348,2036.19,627.39
Home & Kitchen,Microwave,233.37,8,24/01/2023,North America,South Raymondborough,Alabama,Northern Mariana Islands,30.62,4,24/01/2023,1866.96,1295.3,175.12
Apparel,Jeans,45.86,17,22/12/2023,Europe,Lindseyborough,Oregon,Mayotte,44.88,1,22/12/2023,779.62,429.73,-38.05
Apparel,Sweater,330.23,4,08/06/2024,Asia,Hallchester,Minnesota,Bahamas,24.34,4,09/06/2024,1320.92,999.41,206.86
Electronics,Laptop,358.22,3,21/02/2023,North America,Weberfurt,North Carolina,Liberia,47.33,3,21/02/2023,1074.66,566.02,-78.77
Beauty,Shampoo,221.67,20,27/09/2024,North America,New Phillip,Indiana,Zambia,34.7,4,01/10/2024,4433.4,2895.01,234.97
Books,Self-Help Guide,238.04,20,28/06/2023,Europe,Anthonyside,Pennsylvania,Czech Republic,14.92,5,03/07/2023,4760.8,4050.49,1194.01
Beauty,Perfume,143.18,12,13/08/2024,South America,West Jessicaborough,Alaska,Monaco,5.63,3,14/08/2024,1718.16,1621.43,590.53
Electronics,Headphones,84.88,8,11/11/2024,South America,Bassshire,Maine,Nauru,10.53,5,11/11/2024,679.04,607.54,200.11
Apparel,T-Shirt,420.06,16,20/02/2023,Australia,Peggymouth,Minnesota,Saint Barthelemy,29.69,1,20/02/2023,6720.96,4725.51,692.93
Beauty,Lipstick,305.46,14,02/03/2023,Asia,Rhodesland,Missouri,Madagascar,23.33,2,05/03/2023,4276.44,3278.75,712.88
Home & Kitchen,Microwave,92.73,14,28/09/2023,Europe,South Cynthiabury,North Dakota,Pakistan,49.71,4,30/09/2023,1298.22,652.87,-126.06
Beauty,Face Cream,66.45,2,17/06/2024,South America,Mccormickville,Indiana,Paraguay,33.2,2,18/06/2024,132.9,88.78,9.04
Apparel,T-Shirt,372.02,4,28/09/2024,Australia,West Lauraport,Wyoming,Senegal,5.49,5,02/10/2024,1488.08,1406.38,513.54
Beauty,Lipstick,88.38,9,30/07/2023,Europe,Lake Kenneth,Hawaii,Guatemala,47.49,4,02/08/2023,795.42,417.68,-59.58
Electronics,Smartwatch,337.34,9,15/04/2024,North America,Markborough,New Hampshire,Haiti,32.17,4,17/04/2024,3036.06,2059.36,237.72
Books,Self-Help Guide,10.55,9,05/05/2023,South America,East Nicholas,Florida,Ireland,23.12,1,06/05/2023,94.95,73,16.03
Apparel,Jeans,140.26,17,25/04/2024,South America,West Victorville,Idaho,Malaysia,42.94,1,01/05/2024,2384.42,1360.55,-70.1
Home & Kitchen,Cookware Set,223.13,11,21/05/2024,South America,South Laura,North Carolina,Norfolk Island,38.32,4,25/05/2024,2454.43,1513.89,41.23
Electronics,Smartphone,93.08,14,11/06/2024,Australia,West Davidmouth,North Carolina,Saint Lucia,30.73,4,13/06/2024,1303.12,902.67,120.8
Apparel,T-Shirt,358.63,9,20/03/2023,Asia,Bradyburgh,Mississippi,Dominica,13.14,2,21/03/2023,3227.67,2803.55,866.95
Home & Kitchen,Cookware Set,446.88,12,20/05/2023,Australia,Port Brandy,Hawaii,Jamaica,33.16,5,24/05/2023,5362.56,3584.34,366.8
Home & Kitchen,Microwave,268.49,3,01/06/2024,Asia,Michaelshire,Alaska,Eritrea,40.93,4,02/06/2024,805.47,475.79,-7.49
Apparel,T-Shirt,223.82,1,05/03/2024,Europe,Strongfurt,Florida,Seychelles,32.96,4,07/03/2024,223.82,150.05,15.76
Electronics,Headphones,28.64,4,14/10/2024,Europe,Juliabury,New Jersey,Turkey,34.71,1,16/10/2024,114.56,74.8,6.06
Home & Kitchen,Vacuum Cleaner,319.22,16,06/08/2024,Asia,East Wendy,Arizona,Bulgaria,24.19,2,06/08/2024,5107.52,3872.01,807.5
Books,Self-Help Guide,263.82,8,10/12/2023,North America,Ferrellberg,Minnesota,Madagascar,8.65,3,10/12/2023,2110.56,1928,661.66
Electronics,Headphones,332.96,19,25/10/2024,Asia,West Lorishire,Illinois,Saint Helena,47.13,5,25/10/2024,6326.24,3344.68,-451.06
Home & Kitchen,Cookware Set,331.72,16,05/10/2024,South America,West Joel,Rhode Island,Madagascar,23.41,5,06/10/2024,5307.52,4065.03,880.52
Apparel,Jeans,55.88,8,08/05/2023,Europe,Millerchester,North Carolina,Saint Barthelemy,25.02,2,12/05/2023,447.04,335.19,66.97
Apparel,Sweater,346.72,19,30/12/2023,North America,East Miguel,Missouri,Iran,20.06,3,30/12/2023,6587.68,5266.19,1313.58
Electronics,Laptop,224.77,14,18/08/2023,South America,Westland,Arkansas,Suriname,5.19,4,18/08/2023,3146.78,2983.46,1095.39
Home & Kitchen,Vacuum Cleaner,301.11,9,27/08/2023,Europe,Diazport,Washington,Angola,17.13,5,31/08/2023,2709.99,2245.77,619.77
Home & Kitchen,Microwave,29.09,4,02/09/2024,Europe,North Steven,South Dakota,Malawi,32.41,5,03/09/2024,116.36,78.65,8.83
Electronics,Tablet,191.81,16,03/11/2024,Asia,Janechester,Minnesota,Wallis and Futuna,36.56,4,03/11/2024,3068.96,1946.95,105.57
Electronics,Tablet,104.86,18,19/04/2023,Europe,West Markside,California,Cameroon,24.39,4,23/04/2023,1887.48,1427.12,294.64
Electronics,Smartwatch,128.6,20,14/12/2023,North America,Lake Janetborough,Utah,Burkina Faso,4.76,1,16/12/2023,2572,2449.57,906.37
Books,Self-Help Guide,454.83,19,07/05/2023,South America,South Gloria,New Mexico,Fiji,26.7,1,08/05/2023,8641.77,6334.42,1149.36
Books,Self-Help Guide,103.99,13,11/12/2023,Australia,New David,Washington,Iceland,43.78,4,11/12/2023,1351.87,760.02,-51.1
Books,Self-Help Guide,12.94,20,07/10/2024,Australia,New Laura,Nevada,Suriname,18.7,3,08/10/2024,258.8,210.4,55.12
Apparel,Jacket,18.83,17,15/09/2023,Australia,East Nicoleberg,Alaska,Czech Republic,10.7,4,15/09/2023,320.11,285.86,93.79
Books,Cookbook,12.21,13,31/10/2024,South America,Lake Michael,Hawaii,Japan,33.26,2,01/11/2024,158.73,105.94,10.7
Books,Fiction Novel,411.16,2,19/09/2024,North America,Johnfort,Rhode Island,Kiribati,7.58,4,25/09/2024,822.32,759.99,266.6
Books,Biography,341.58,20,05/06/2024,South America,Kimstad,Washington,Slovenia,43.04,4,05/06/2024,6831.6,3891.28,-207.68
Home & Kitchen,Cookware Set,36.27,4,05/08/2023,Asia,Calvinport,Vermont,British Virgin Islands,26.82,3,08/08/2023,145.08,106.17,19.12
Beauty,Shampoo,479.58,19,11/03/2024,South America,Stewartfort,New Mexico,Slovakia (Slovak Republic),48.34,1,13/03/2024,9112.02,4707.27,-759.94
Books,Biography,52.82,4,13/05/2023,South America,South Kimberlyport,Hawaii,Hong Kong,17.48,2,13/05/2023,211.28,174.35,47.58
Electronics,Headphones,418.52,19,06/03/2023,Australia,Allisonside,Nebraska,Vietnam,0.88,1,08/03/2023,7951.88,7881.9,3110.78
Books,Fiction Novel,333.73,4,04/06/2023,Europe,East John,Arkansas,Puerto Rico,38.76,3,05/06/2023,1334.92,817.51,16.55
Beauty,Shampoo,363.39,4,25/10/2024,South America,Bowersville,California,Comoros,37.49,4,29/10/2024,1453.56,908.62,36.48
Apparel,Jeans,26.79,8,13/04/2024,South America,Richardbury,Arizona,Haiti,39.29,2,14/04/2024,214.32,130.11,1.52
Apparel,Jacket,258.69,12,28/03/2023,North America,Calvinchester,Ohio,New Caledonia,41.83,2,28/03/2023,3104.28,1805.76,-56.81
Books,Biography,408.73,19,10/10/2023,Asia,Mcbrideland,Pennsylvania,Sri Lanka,24.3,1,11/10/2023,7765.87,5878.76,1219.24
Electronics,Laptop,164.73,20,28/02/2024,Australia,Kennethport,Virginia,Macedonia,29.89,2,28/02/2024,3294.6,2309.84,333.08
Electronics,Smartphone,315.26,14,05/01/2024,South America,Chenport,Iowa,Palestinian Territory,41.64,3,05/01/2024,4413.64,2575.8,-72.38
Home & Kitchen,Blender,314.21,13,12/12/2023,Europe,Ramseymouth,Maine,Lebanon,18.11,2,14/12/2023,4084.73,3344.99,894.15
Electronics,Smartphone,467.49,2,30/06/2023,North America,Garciaburgh,Virginia,Isle of Man,25.08,3,03/07/2023,934.98,700.49,139.5
Home & Kitchen,Vacuum Cleaner,200.56,12,28/04/2023,North America,Lake Angelafurt,Nebraska,Cape Verde,32.68,2,28/04/2023,2406.72,1620.2,176.17
Home & Kitchen,Cookware Set,216.8,15,20/10/2024,Australia,Port Michelle,Montana,Tanzania,20.12,2,22/10/2024,3252,2597.7,646.5
Electronics,Headphones,120.04,15,23/10/2023,Asia,Keithborough,Alaska,Indonesia,7.77,3,23/10/2023,1800.6,1660.69,580.33
Electronics,Tablet,57.41,19,15/11/2023,Europe,Ericchester,California,Malawi,44.9,2,16/11/2023,1090.79,601.03,-53.45
Home & Kitchen,Cookware Set,165.07,17,19/08/2024,North America,Wardmouth,Vermont,Niue,26.55,3,19/08/2024,2806.19,2061.15,377.43
Apparel,Jacket,12.42,2,21/04/2024,Australia,Port Sandyshire,Massachusetts,Nigeria,45.45,4,25/04/2024,24.84,13.55,-1.35
Books,Children's Book,328.73,13,24/07/2023,South America,North Tiffanyview,Rhode Island,Greece,31.4,1,25/07/2023,4273.49,2931.61,367.52
Apparel,Jacket,10.93,14,12/07/2023,Australia,Karlafurt,Texas,Solomon Islands,5.88,1,14/07/2023,153.02,144.02,52.21
Electronics,Smartwatch,110.32,1,06/08/2023,Australia,North Nathanielview,Florida,Australia,9.67,5,06/08/2023,110.32,99.65,33.46
Beauty,Shampoo,113.95,7,10/08/2024,North America,Adamsburgh,Texas,Burkina Faso,8.38,3,12/08/2024,797.65,730.81,252.22
Electronics,Laptop,330.69,19,10/10/2023,South America,Johnsonport,Kansas,Mexico,10.67,5,10/10/2023,6283.11,5612.7,1842.84
Home & Kitchen,Blender,142.84,6,30/01/2024,Australia,Stevensborough,West Virginia,Peru,36.8,5,30/01/2024,857.04,541.65,27.43
Beauty,Nail Polish,313.84,1,12/12/2024,South America,Brittanymouth,Illinois,Finland,39.35,3,12/12/2024,313.84,190.34,2.04
Beauty,Nail Polish,26.75,11,13/12/2023,Asia,North Michaelburgh,Missouri,Tuvalu,31.9,5,15/12/2023,294.25,200.38,23.83
Books,Biography,443.3,4,21/12/2024,Australia,Taylorport,Delaware,Iran,22.2,4,21/12/2024,1773.2,1379.55,315.63
Electronics,Laptop,208.49,10,15/11/2023,Europe,New Stephenland,Washington,Bulgaria,15.03,1,16/11/2023,2084.9,1771.54,520.6
Books,Biography,384.93,14,31/05/2023,Asia,Jamesberg,Nevada,Colombia,23.25,4,31/05/2023,5389.02,4136.07,902.66
Apparel,Sweater,252.29,1,27/08/2024,North America,Erinmouth,Wisconsin,Portugal,12.58,2,27/08/2024,252.29,220.55,69.18
Beauty,Perfume,495.28,15,08/11/2023,Asia,Robertsonhaven,Mississippi,Chad,40.34,1,08/11/2023,7429.2,4432.26,-25.26
Books,Children's Book,357.7,9,18/06/2023,Europe,Fletcherfort,Iowa,El Salvador,49.85,3,18/06/2023,3219.3,1614.48,-317.1
Apparel,T-Shirt,396.67,12,22/09/2023,Asia,Rodriguezmouth,Oklahoma,Paraguay,22.23,1,22/09/2023,4760.04,3701.88,845.86
Electronics,Headphones,461.5,12,09/05/2024,Australia,Raymondfurt,Oklahoma,Falkland Islands (Malvinas),35.82,3,10/05/2024,5538,3554.29,231.49
Electronics,Smartphone,286.76,12,18/09/2023,Asia,Angelaberg,Florida,Tanzania,12.72,2,18/09/2023,3441.12,3003.41,938.74
Home & Kitchen,Microwave,129.71,8,02/04/2023,North America,Petersonfurt,Colorado,Kiribati,48.95,1,02/04/2023,1037.68,529.74,-92.87
Apparel,Shoes,51.9,9,05/09/2024,Europe,Lisabury,Pennsylvania,Aruba,33.47,3,05/09/2024,467.1,310.76,30.5
Apparel,T-Shirt,165.56,15,02/03/2023,Asia,Lake Amanda,Connecticut,Swaziland,24.46,2,03/03/2023,2483.4,1875.96,385.92
Books,Fiction Novel,317.28,2,29/04/2023,Europe,East April,Nebraska,Wallis and Futuna,40.47,3,29/04/2023,634.56,377.75,-2.98
Beauty,Lipstick,197.34,11,09/07/2024,North America,Olsenside,Wisconsin,Malta,41.03,2,12/07/2024,2170.74,1280.09,-22.36
Beauty,Shampoo,462.65,15,22/04/2023,Europe,North Morgan,North Carolina,Pakistan,12.28,1,22/04/2023,6939.75,6087.55,1923.7
Home & Kitchen,Vacuum Cleaner,386.85,9,30/12/2024,Australia,Port Cathyport,Oklahoma,French Polynesia,14.54,2,30/12/2024,3481.65,2975.42,886.43
Home & Kitchen,Coffee Maker,70.8,6,08/08/2023,South America,North Alejandraport,Alaska,Gabon,27.8,1,09/08/2023,424.8,306.71,51.83
Home & Kitchen,Microwave,91.79,7,17/11/2023,Asia,Tylerchester,Tennessee,Canada,35.68,5,20/11/2023,642.53,413.28,27.76
Apparel,Jacket,382.05,18,09/02/2024,Australia,Holmesshire,Kansas,Senegal,28.6,3,13/02/2024,6876.9,4910.11,783.97
Electronics,Smartwatch,345.37,18,11/07/2023,North America,Theresatown,Illinois,Sierra Leone,49.73,3,11/07/2023,6216.66,3125.11,-604.88
Electronics,Headphones,489.12,11,22/07/2024,North America,Tannerville,Maryland,Lesotho,25.91,4,25/07/2024,5380.32,3986.28,758.09
Books,Self-Help Guide,334.85,13,05/07/2023,North America,Melissastad,Montana,Tonga,10.84,1,07/07/2023,4353.05,3881.18,1269.35
Beauty,Nail Polish,38.42,12,17/10/2023,Australia,Port Hannah,New Mexico,Namibia,46.94,3,18/10/2023,461.04,244.63,-32
Beauty,Nail Polish,13.74,6,04/08/2023,Australia,Lake Brandonland,Ohio,Honduras,18.64,5,04/08/2023,82.44,67.07,17.61
Books,Children's Book,456.49,16,25/11/2023,Australia,New Jeffery,California,Guam,38.33,5,01/12/2023,7303.84,4504.28,121.97
Apparel,Sweater,227.21,3,15/07/2023,Europe,Lake Danielle,Washington,American Samoa,1.85,2,16/07/2023,681.63,669.02,260.04
Electronics,Laptop,257.96,11,19/06/2024,Europe,Torresfort,Oregon,Israel,23.07,3,25/06/2024,2837.56,2182.93,480.4
Home & Kitchen,Cookware Set,372.2,12,07/01/2023,North America,Staceyburgh,Utah,Timor-Leste,9.55,2,07/01/2023,4466.4,4039.86,1360.02
Electronics,Smartwatch,254.19,20,02/03/2024,Australia,New Brian,West Virginia,Belize,41.23,2,02/03/2024,5083.8,2987.75,-62.53
Books,Self-Help Guide,353.79,18,30/04/2024,Asia,North Tracy,Kansas,United States Virgin Islands,5.04,2,02/05/2024,6368.22,6047.26,2226.33
Electronics,Headphones,11.58,8,12/12/2023,North America,Hensontown,Connecticut,Palau,3.89,2,13/12/2023,92.64,89.04,33.45
Home & Kitchen,Microwave,15.5,11,10/11/2023,Europe,South Ashleyfurt,Florida,Ghana,17.4,1,11/11/2023,170.5,140.83,38.53
Beauty,Nail Polish,380.68,10,06/06/2024,Australia,North Caitlin,Delaware,Tanzania,33.89,1,07/06/2024,3806.8,2516.68,232.6
Books,Children's Book,66.41,4,01/04/2024,North America,South Jennifer,Wisconsin,Poland,32.95,5,05/04/2024,265.64,178.11,18.73
Apparel,Shoes,122.02,3,01/04/2023,South America,New Sarah,Connecticut,Saint Lucia,1.97,1,02/04/2023,366.06,358.85,139.21
Electronics,Smartwatch,217.11,13,22/04/2024,Europe,Andrewbury,New York,Equatorial Guinea,5.24,2,23/04/2024,2822.43,2674.53,981.08
Electronics,Headphones,125.56,11,14/03/2024,North America,Jameston,Rhode Island,New Zealand,37.49,5,17/03/2024,1381.16,863.36,34.67
Apparel,Shoes,44.3,20,28/11/2024,Europe,South Charles,Indiana,Equatorial Guinea,47.01,3,30/11/2024,886,469.49,-62.11
Apparel,T-Shirt,73.09,16,09/04/2023,Asia,North Xavierstad,Kentucky,Afghanistan,23,3,09/04/2023,1169.44,900.47,198.8
Home & Kitchen,Cookware Set,251.87,6,21/07/2023,South America,Port Michaelton,Connecticut,Tuvalu,39.53,2,21/07/2023,1511.22,913.83,7.1
Electronics,Laptop,105,13,29/10/2024,South America,East Amanda,Ohio,Ecuador,13.49,1,30/10/2024,1365,1180.86,361.86
Books,Fiction Novel,191,7,19/11/2024,South America,West Charles,Hawaii,Madagascar,1.67,3,19/11/2024,1337,1314.67,512.47
Electronics,Smartphone,322.81,9,24/08/2023,North America,East Rachel,Minnesota,Czech Republic,27.15,1,24/08/2023,2905.29,2116.5,373.33
Home & Kitchen,Vacuum Cleaner,122.84,16,10/04/2024,South America,West Darrenstad,New Hampshire,Madagascar,35.04,3,12/04/2024,1965.44,1276.75,97.49
Books,Biography,364.03,12,06/06/2024,Europe,Vanessafurt,Nevada,United States Minor Outlying Islands,8.9,1,09/06/2024,4368.36,3979.58,1358.56
Books,Fiction Novel,494.33,11,20/10/2023,South America,Pooleton,Delaware,Guam,26.45,5,22/10/2023,5437.63,3999.38,736.8
Books,Biography,224.64,15,25/10/2024,Australia,Bensonville,Utah,Grenada,15.69,4,27/10/2024,3369.6,2840.91,819.15
Home & Kitchen,Cookware Set,439.28,12,16/02/2024,Europe,West Jeffreyton,New York,Armenia,4.89,5,21/02/2024,5271.36,5013.59,1850.77
Electronics,Smartphone,71.46,6,06/01/2024,Europe,North Jerrymouth,New York,British Indian Ocean Territory (Chagos Archipelago),45.19,2,06/01/2024,428.76,235,-22.25
Beauty,Nail Polish,162.18,6,19/09/2023,Australia,Annamouth,Oklahoma,Palau,7.8,3,19/09/2023,973.08,897.18,313.33
Books,Self-Help Guide,394.55,11,07/06/2024,North America,Homouth,Missouri,Saint Barthelemy,37.46,2,09/06/2024,4340.05,2714.27,110.24
Apparel,Jacket,24.61,1,25/06/2023,Europe,Richardfort,Hawaii,Gibraltar,18.26,4,26/06/2023,24.61,20.12,5.35
Home & Kitchen,Vacuum Cleaner,396.93,4,24/02/2023,Asia,New Susan,Louisiana,Bosnia and Herzegovina,40.52,4,24/02/2023,1587.72,944.38,-8.26
Books,Children's Book,210.37,7,08/12/2024,Europe,Watersmouth,Kentucky,Swaziland,11.82,5,09/12/2024,1472.59,1298.53,414.98
Home & Kitchen,Microwave,407.29,19,30/08/2023,Asia,Batesborough,Michigan,Afghanistan,27.48,5,30/08/2023,7738.51,5611.97,968.86
Apparel,Jeans,376.52,10,30/08/2024,Asia,Petersonhaven,New Mexico,Micronesia,39.57,2,31/08/2024,3765.2,2275.31,16.19
Books,Fiction Novel,118.36,17,20/08/2023,Asia,Conwayborough,Massachusetts,Serbia,29.27,3,22/08/2023,2012.12,1423.17,215.9
Electronics,Headphones,367.77,18,25/01/2023,Australia,Perezview,Georgia,Grenada,22.26,1,26/01/2023,6619.86,5146.28,1174.36
Home & Kitchen,Vacuum Cleaner,174.65,10,30/08/2023,Asia,Lake Christine,South Dakota,Dominica,33.84,2,01/09/2023,1746.5,1155.48,107.58
Books,Children's Book,106.88,18,16/07/2023,South America,New Corey,Iowa,Chad,17.65,1,16/07/2023,1923.84,1584.28,429.98
Books,Self-Help Guide,31.77,18,29/11/2024,South America,Cruzstad,Alabama,Zimbabwe,9.9,1,01/12/2024,571.86,515.25,172.13
Home & Kitchen,Cookware Set,459.25,6,06/07/2024,North America,Tracyside,Hawaii,Czech Republic,21.42,4,06/07/2024,2755.5,2165.27,511.97
Apparel,Jacket,494.25,13,22/03/2023,Asia,Peterville,Texas,Bangladesh,49.99,5,22/03/2023,6425.25,3213.27,-641.88
Home & Kitchen,Microwave,401.72,20,14/12/2023,Australia,Greentown,Michigan,Tanzania,18.4,2,15/12/2023,8034.4,6556.07,1735.43
Beauty,Face Cream,349.66,3,02/05/2024,Australia,New Cindymouth,North Dakota,Dominican Republic,33.69,2,02/05/2024,1048.98,695.58,66.19
Electronics,Smartphone,115.11,7,09/05/2024,North America,East Nathanielview,Kansas,Saint Pierre and Miquelon,17.8,1,13/05/2024,805.77,662.34,178.88
Apparel,Shoes,436.99,3,15/05/2023,Australia,Garyport,Nevada,Indonesia,26.36,2,15/05/2023,1310.97,965.4,178.82
Electronics,Smartphone,263.13,3,17/03/2023,South America,Lake Carolynville,Maryland,Morocco,20.38,4,17/03/2023,789.39,628.51,154.88
Electronics,Laptop,95.86,20,12/04/2023,Australia,North Bryan,Texas,Spain,24.45,5,17/04/2023,1917.2,1448.44,298.12
Home & Kitchen,Cookware Set,316.74,13,06/09/2024,Europe,South Megan,West Virginia,Azerbaijan,22.72,5,06/09/2024,4117.62,3182.1,711.52
Beauty,Lipstick,36.99,9,14/03/2024,Europe,South James,North Dakota,Lao People's Democratic Republic,6.64,5,16/03/2024,332.91,310.8,111.06
Books,Biography,248.36,5,12/07/2023,Asia,Smithland,Hawaii,Suriname,26.92,1,14/07/2023,1241.8,907.51,162.43
Beauty,Perfume,477.06,11,15/06/2024,North America,Lake Arianaport,Alabama,United States Virgin Islands,13.5,5,15/06/2024,5247.66,4539.23,1390.63
Apparel,Sweater,30.79,18,01/11/2024,North America,Port Samantha,Minnesota,Bosnia and Herzegovina,4.27,1,02/11/2024,554.22,530.55,198.02
Beauty,Nail Polish,496.05,12,10/02/2024,Australia,Port Carolmouth,Minnesota,Kyrgyz Republic,10.68,1,10/02/2024,5952.6,5316.86,1745.3
Electronics,Smartwatch,469.45,13,19/11/2023,Australia,Bellborough,Delaware,Jersey,40.04,1,19/11/2023,6102.85,3659.27,-2.44
Books,Self-Help Guide,67.15,5,21/09/2024,Asia,Howardton,Connecticut,Equatorial Guinea,41.01,5,23/09/2024,335.75,198.06,-3.39
Beauty,Shampoo,90.97,13,18/03/2023,North America,Powersberg,West Virginia,Pakistan,37.66,4,19/03/2023,1182.61,737.24,27.67
Books,Self-Help Guide,276.68,4,21/10/2024,South America,East Caitlin,California,Cayman Islands,30.6,2,21/10/2024,1106.72,768.06,104.03
Beauty,Face Cream,398.64,10,15/02/2023,North America,Hernandezside,Hawaii,Russian Federation,3.72,3,15/02/2023,3986.4,3838.11,1446.27
Books,Fiction Novel,106.16,20,11/11/2024,Australia,Robertview,Rhode Island,Sierra Leone,9.48,2,11/11/2024,2123.2,1921.92,648
Beauty,Shampoo,256.18,19,07/02/2024,North America,South Tabithamouth,Alaska,Ecuador,30.18,4,07/02/2024,4867.42,3398.43,477.98
Apparel,Sweater,215.99,3,29/02/2024,South America,Petersbury,California,Oman,45.54,3,01/03/2024,647.97,352.88,-35.9
Books,Fiction Novel,236.2,11,25/02/2023,Asia,Ruthshire,Pennsylvania,South Georgia and the South Sandwich Islands,15.49,4,28/02/2023,2598.2,2195.74,636.82
Home & Kitchen,Vacuum Cleaner,86.26,8,21/03/2024,North America,Murphytown,New Mexico,Saint Pierre and Miquelon,24.62,5,23/03/2024,690.08,520.18,106.13
Electronics,Smartwatch,102.78,15,20/11/2024,Australia,West Garrett,Missouri,Belgium,15.49,5,20/11/2024,1541.7,1302.89,377.87
Books,Children's Book,214.89,2,09/02/2023,Europe,West Jamestown,Arkansas,Japan,30.72,4,09/02/2023,429.78,297.75,39.88
Electronics,Smartwatch,304.9,8,12/02/2023,Europe,Walkerberg,Alaska,Italy,21.61,2,14/02/2023,2439.2,1912.09,448.57
Beauty,Face Cream,155.03,18,26/07/2024,South America,Feliciaside,Nevada,Iceland,42.55,3,29/07/2024,2790.54,1603.17,-71.16
Beauty,Face Cream,290.33,5,31/07/2024,South America,Tammystad,Virginia,Hungary,46.14,3,04/08/2024,1451.65,781.86,-89.13
Beauty,Lipstick,484.02,9,06/12/2023,Asia,Lindaberg,Wyoming,Germany,15.68,5,07/12/2023,4356.18,3673.13,1059.42
Beauty,Nail Polish,104.69,1,22/02/2024,North America,Oscarstad,New Mexico,Swaziland,35.61,4,25/02/2024,104.69,67.41,4.6
Beauty,Lipstick,431.9,16,11/09/2023,Asia,Mathisfort,Delaware,Greenland,36.36,4,11/09/2023,6910.4,4397.78,251.54
Apparel,Jeans,243.18,8,01/08/2024,Asia,Chelseafurt,Arizona,Korea,20.7,3,01/08/2024,1945.44,1542.73,375.47
Electronics,Smartwatch,475.75,8,26/07/2023,Australia,North Aaronchester,New Hampshire,Turks and Caicos Islands,38.43,3,01/08/2023,3806,2343.35,59.75
Books,Biography,182.99,8,17/04/2024,Europe,East Timothy,Nebraska,Japan,44.22,2,17/04/2024,1463.92,816.57,-61.78
Apparel,Shoes,191.97,8,20/12/2024,Asia,Cruzmouth,Idaho,Mayotte,47.53,4,24/12/2024,1535.76,805.81,-115.64
Apparel,T-Shirt,238,15,14/08/2024,North America,Brooksbury,California,Turkey,13.4,2,14/08/2024,3570,3091.62,949.62
Apparel,Jeans,214.24,7,26/06/2023,South America,Douglasport,Connecticut,Macedonia,48.16,3,26/06/2023,1499.68,777.43,-122.37
Apparel,T-Shirt,306.65,5,30/09/2023,North America,Lake Mary,Pennsylvania,Burundi,9.8,5,01/10/2023,1533.25,1382.99,463.04
Apparel,Shoes,219.55,1,18/10/2024,South America,Timothyburgh,Florida,Cocos (Keeling) Islands,38.38,5,19/10/2024,219.55,135.29,3.56
Electronics,Smartwatch,82.16,10,09/02/2024,Asia,Christineberg,New Mexico,Azerbaijan,48.67,5,10/02/2024,821.6,421.73,-71.23
Books,Children's Book,477.11,8,31/08/2023,South America,Port James,Oregon,Guatemala,33.38,2,31/08/2023,3816.88,2542.81,252.68
Electronics,Smartphone,243.59,1,30/04/2024,North America,Terrymouth,Georgia,Japan,33.21,2,02/05/2024,243.59,162.69,16.54
Books,Cookbook,382.16,20,10/07/2024,Asia,Karenfort,New York,Poland,45.71,4,13/07/2024,7643.2,4149.49,-436.43
